use_no,prodno,chem_code,prodchem_pct,lbs_chm_used,lbs_prd_used,amt_prd_used,unit_of_meas,acre_planted,unit_planted,acre_treated,unit_treated,applic_cnt,applic_dt,applic_time,county_cd,base_ln_mer,township,tship_dir,range,range_dir,section,site_loc_id,grower_id,license_no,planting_seq,aer_gnd_ind,site_code,qualify_cd,batch_no,document_no,summary_cd,record_id,comtrs,error_flag,year,water_year,error_id,error_code,error_type,duplicate_set,error_description,comments
4355598,16696,136,42.7,3812.256,8928,8928,LB,55,A,24.8,A,1,2020-08-14,0600,18,M,37,N,06,E,06,22,18204500026,,,F,1016,0,1801,387,1,A,18M37N06E06,X,2020,2020,242696,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4356171,16696,136,42.7,9838.08,23040,23040,LB,59,A,59,A,1,2020-07-15,0700,18,M,29,N,13,E,12,"Z-1,2",1820180150A,,,F,1016,0,1802,463,4,B,18M29N13E12,X,2020,2020,242706,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4356169,16696,136,42.7,7839.72,18360,18360,LB,45,A,45,A,1,2020-07-10,0700,18,M,29,N,13,E,14,H-4,1820180150A,,,F,1016,0,1802,461,2,B,18M29N13E14,X,2020,2020,242704,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4355597,16696,136,42.7,3351.096,7848,7848,LB,55,A,21.8,A,1,2020-08-12,0600,18,M,37,N,06,E,06,22,18204500026,,,F,1016,0,1801,386,1,A,18M37N06E06,X,2020,2020,242695,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4355596,16696,136,42.7,922.32,2160,2160,LB,55,A,6,A,1,2020-08-10,0600,18,M,37,N,06,E,06,22,18204500026,,,F,1016,0,1801,385,1,A,18M37N06E06,X,2020,2020,242694,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4356170,16696,136,42.7,9223.2,21600,21600,LB,56,A,56,A,1,2020-07-24,0700,18,M,29,N,13,E,13,L-2,1820180150A,,,F,1016,0,1802,462,3,B,18M29N13E13,X,2020,2020,242705,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4356168,16696,136,42.7,3996.72,9360,9360,LB,23,A,22,A,1,2020-07-07,0700,18,M,29,N,13,E,24,D-2,1820180150A,,,F,1016,0,1802,460,1,B,18M29N13E24,X,2020,2020,242703,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
3875375,34485,573,97.5,2130.335025,2184.959,215,GA,21.5,A,21.5,A,1,2020-11-12,1230,27,M,18,S,06,E,09,060007,27202700217,,,F,29111,0,2717,5119,1,A,27M18S06E09,X,2020,2021,169404,47,INCONSISTENT,,area treated is greater than the area planted,
3875375,34485,573,97.5,2130.335025,2184.959,215,GA,21.5,A,21.5,A,1,2020-11-12,1230,27,M,18,S,06,E,09,060007,27202700217,,,F,29111,0,2717,5119,1,A,27M18S06E09,X,2020,2021,178002,80,POSSIBLE,11839,record is an erroneous duplicate of another record,
1081500,46207,573,93.6,5410.688868,5780.6505,578.2,GA,,,41.3,A,,2020-02-01,,30,,,,,,,,3020300916,,,,11003,0,3007,3284,1,C,,X,2020,2020,36092,76,POSSIBLE,,"The pounds of AI per area treated exceeds the fixed1 limit or the mean use rate + 3SD, but does not exceed the fixed2 limit or the mean use rate + 10 SD.","Reported pounds AI per application = 5,411 for 1,3-Dichloropropene; median pounds AI per application in 2015 = .89; lbs/app > fixed2 limit"
355453,34485,573,97.5,11949.69321,12256.0956,1206,GA,36,A,36,A,1,2020-01-21,1130,33,S,07,S,09,E,03,41FLT1,33193308060,,,F,29141,0,3301,21,1,A,33S07S09E03,X,2020,2020,9831,47,INCONSISTENT,,area treated is greater than the area planted,
2960304,34485,573,97.5,6771.49278,6945.1208,683.4,GA,37,A,20.4,A,1,2020-05-18,0700,39,M,03,S,07,E,17,1-1,39203906038,,,F,40008,0,3915,872,1,B,39M03S07E17,X,2020,2020,97665,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4729104,58495,136,56.6,6599.1950432,11659.3552,987.5,GA,46,A,39.5,A,1,2020-09-10,1100,40,S,11,N,34,W,29,010001,40204022519,,,F,1016,0,4004,1634,1,A,40S11N34W29,X,2020,2020,278191,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4729104,58495,573,37.1,4325.6207792,11659.3552,987.5,GA,46,A,39.5,A,1,2020-09-10,1100,40,S,11,N,34,W,29,010001,40204022519,,,F,1016,0,4004,1634,1,A,40S11N34W29,X,2020,2020,278191,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4727817,67450,573,18.5,9.62,52,52,LB,.5,A,0.2,A,1,2020-10-21,0700,40,M,32,S,13,E,10,020002,40204010236,,,F,1016,0,4005,6394,1,B,40M32S13E10,X,2020,2021,277938,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4727817,67450,573,18.5,9.62,52,52,LB,.5,A,0.2,A,1,2020-10-21,0700,40,M,32,S,13,E,10,020002,40204010236,,,F,1016,0,4005,6394,1,B,40M32S13E10,X,2020,2021,277937,38,INCONSISTENT,,unit of measure is invalid for this formulation,
4727723,67450,136,75.8,39.4501858,52.0451,4.1317,GA,.5,A,0.2,A,1,2020-10-21,0700,40,M,32,S,13,E,10,020002,40204010236,,,F,1016,0,4005,6457,1,B,40M32S13E10,X,2020,2021,277914,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4727723,67450,136,75.8,39.4501858,52.0451,4.1317,GA,.5,A,0.2,A,1,2020-10-21,0700,40,M,32,S,13,E,10,020002,40204010236,,,F,1016,0,4005,6457,1,B,40M32S13E10,X,2020,2021,277913,75,POSSIBLE,,"pounds of AI per acre treated is greater than 200, or pounds of product per area treated is greater than 50 times the median rate for this product on this commodity","Reported rate of use = 1,213 pounds AI per acre for Chloropicrin; median rate of use in 2019 = 197 pounds AI per acre; rate > fixed1 limit; rate > mean + 5*SD; the values for lbs_prd_used and amt_prd_used were estimated."
4727723,67450,573,18.5,9.6283435,52.0451,4.1317,GA,.5,A,0.2,A,1,2020-10-21,0700,40,M,32,S,13,E,10,020002,40204010236,,,F,1016,0,4005,6457,1,B,40M32S13E10,X,2020,2021,277914,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4727723,67450,573,18.5,9.6283435,52.0451,4.1317,GA,.5,A,0.2,A,1,2020-10-21,0700,40,M,32,S,13,E,10,020002,40204010236,,,F,1016,0,4005,6457,1,B,40M32S13E10,X,2020,2021,277913,75,POSSIBLE,,"pounds of AI per acre treated is greater than 200, or pounds of product per area treated is greater than 50 times the median rate for this product on this commodity","Reported rate of use = 1,213 pounds AI per acre for Chloropicrin; median rate of use in 2019 = 197 pounds AI per acre; rate > fixed1 limit; rate > mean + 5*SD; the values for lbs_prd_used and amt_prd_used were estimated."
4727817,67450,136,75.8,39.416,52,52,LB,.5,A,0.2,A,1,2020-10-21,0700,40,M,32,S,13,E,10,020002,40204010236,,,F,1016,0,4005,6394,1,B,40M32S13E10,X,2020,2021,277938,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4727817,67450,136,75.8,39.416,52,52,LB,.5,A,0.2,A,1,2020-10-21,0700,40,M,32,S,13,E,10,020002,40204010236,,,F,1016,0,4005,6394,1,B,40M32S13E10,X,2020,2021,277937,38,INCONSISTENT,,unit of measure is invalid for this formulation,
416088,16718,136,99,263.103588,265.7612,265.7612,LB,6,A,1.5,A,1,2020-03-13,0800,48,M,08,N,02,E,20,NYL-A,4819570826A,,,F,40008,0,4824,1,1,A,48M08N02E20,X,2020,2020,11571,75,POSSIBLE,,"pounds of AI per acre treated is greater than 200, or pounds of product per area treated is greater than 50 times the median rate for this product on this commodity","Reported rate of use = 1,100 pounds AI per acre for Chloropicrin; median rate of use in 2015 = 175 pounds AI per acre; rate > fixed1 limit; rate > mean + 5*SD; the values for lbs_prd_used and amt_prd_used were estimated."
1646853,58495,136,56.6,18665.8728274,32978.5739,2793.1512,GA,228,A,94.63,A,1,2020-06-29,1200,56,S,02,N,23,W,36,48,562056c0484,,,F,1016,0,5657,270,1,A,56S02N23W36,X,2020,2020,56318,75,POSSIBLE,,"pounds of AI per acre treated is greater than 200, or pounds of product per area treated is greater than 50 times the median rate for this product on this commodity","Reported rate of use = 1,815 pounds AI per acre for Chloropicrin; median rate of use in 2019 = 197 pounds AI per acre; rate > fixed1 limit; rate > mean + 5*SD; the values for lbs_prd_used and amt_prd_used were estimated."
1646853,58495,573,37.1,12235.0509169,32978.5739,2793.1512,GA,228,A,94.63,A,1,2020-06-29,1200,56,S,02,N,23,W,36,48,562056c0484,,,F,1016,0,5657,270,1,A,56S02N23W36,X,2020,2020,56318,75,POSSIBLE,,"pounds of AI per acre treated is greater than 200, or pounds of product per area treated is greater than 50 times the median rate for this product on this commodity","Reported rate of use = 1,815 pounds AI per acre for Chloropicrin; median rate of use in 2019 = 197 pounds AI per acre; rate > fixed1 limit; rate > mean + 5*SD; the values for lbs_prd_used and amt_prd_used were estimated."
3949217,12820,136,99,101.97,103,103,LB,56,A,103,U,1,2021-12-11,0900,06,M,17,N,01,W,19,1,06210601449,,,F,3009,0,605,22,1,A,06M17N01W19,X,2021,2022,137222,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
593984,26187,136,96.5,20.265,21,21,LB,,,,,1,2021-02-01,,07,,,,,,,,,8150,,,10,0,704,3112,1,C,,X,2021,2021,25400,76,POSSIBLE,,"The pounds of AI per area treated exceeds the fixed1 limit or the mean use rate + 3SD, but does not exceed the fixed2 limit or the mean use rate + 10 SD.",Reported pounds AI per application = 20.27 for Chloropicrin; median pounds AI per application in 2015 = 0.1945921; lbs/app > mean + 3*SD
2553953,72895,573,97.5,1649.06859,1691.3524,167.5,GA,5,A,5,A,1,2021-07-29,1515,08,H,18,N,01,W,26,30,08220800005,,,F,40008,0,801,10,1,A,08H18N01W26,X,2021,2021,91906,47,INCONSISTENT,,area treated is greater than the area planted,
2865528,72895,573,97.5,3922.321845,4022.8942,398.4,GA,16.6,A,16.6,A,1,2021-08-09,1115,08,H,18,N,01,W,27,14,08220800010,,,F,40008,0,801,7,1,A,08H18N01W27,X,2021,2021,102175,47,INCONSISTENT,,area treated is greater than the area planted,
2553960,72895,573,97.5,2174.80146,2230.5656,220.9,GA,9.2,A,9.2,A,1,2021-07-29,0900,08,H,18,N,01,W,35,22-4,08220800009,,,F,40008,0,801,6,1,A,08H18N01W35,X,2021,2021,91910,47,INCONSISTENT,,area treated is greater than the area planted,
2865523,72895,573,97.5,3048.069375,3126.225,309.6,GA,12.9,A,12.9,A,1,2021-08-10,0640,08,H,18,N,01,W,35,18-3,08220800010,,,F,40008,0,801,2,1,A,08H18N01W35,X,2021,2021,102174,47,INCONSISTENT,,area treated is greater than the area planted,
2865529,72895,573,97.5,1144.0104975,1173.3441,116.2,GA,3.5,A,3.5,A,1,2021-08-02,0715,08,H,18,N,01,W,26,7a,08220800005,,,F,40008,0,801,8,1,A,08H18N01W26,X,2021,2021,102176,47,INCONSISTENT,,area treated is greater than the area planted,
2865532,72895,573,97.5,783.676725,803.771,79.6,GA,2.4,A,2.4,A,1,2021-08-02,0715,08,H,18,N,01,W,26,7c,08220800005,,,F,40008,0,801,11,1,A,08H18N01W26,X,2021,2021,102178,47,INCONSISTENT,,area treated is greater than the area planted,
2868033,2737,573,94,1.981708,2.1082,.2093,GA,13,A,0.01,A,1,2021-08-03,0804,08,H,18,N,01,W,05,103A,08220800010,,,G,40008,0,802,1,1,B,08H18N01W05,X,2021,2021,102221,75,POSSIBLE,,"pounds of AI per acre treated is greater than 200, or pounds of product per area treated is greater than 50 times the median rate for this product on this commodity","Reported rate of use = 270,369 pounds AI per acre for 1,3-Dichloropropene; median rate of use in 2019 = 198 pounds AI per acre; rate > fixed3 limit; rate > mean + 12*SD; the values for lbs_prd_used and amt_prd_used were estimated."
2553959,72895,573,97.5,2103.9161325,2157.8627,213.7,GA,6.4,A,6.4,A,1,2021-07-27,1000,08,H,18,N,01,W,21,16,08220800005,,,F,40008,0,801,5,1,A,08H18N01W21,X,2021,2021,91909,47,INCONSISTENT,,area treated is greater than the area planted,
2865540,72895,573,97.5,1512.220515,1550.9954,153.6,GA,6.4,A,6.4,A,1,2021-08-04,1300,08,H,17,N,01,W,02,3A,08220800010,,,F,40008,0,801,18,1,A,08H17N01W02,X,2021,2021,102182,47,INCONSISTENT,,area treated is greater than the area planted,
2865537,72895,573,97.5,1299.564435,1332.8866,132,GA,5.5,A,5.5,A,1,2021-08-06,0730,08,H,18,N,01,W,35,8A,08220800010,,,F,40008,0,801,16,1,A,08H18N01W35,X,2021,2021,102180,47,INCONSISTENT,,area treated is greater than the area planted,
2865541,72895,573,97.5,2906.29872,2980.8192,295.2,GA,12.3,A,12.3,A,1,2021-08-09,0845,08,H,18,N,01,W,05,101,08220800010,,,F,40008,0,801,19,1,A,08H18N01W05,X,2021,2021,102183,47,INCONSISTENT,,area treated is greater than the area planted,
2553958,72895,573,97.5,1351.7439,1386.404,137.3,GA,4.1,A,4.1,A,1,2021-07-28,0845,08,H,18,N,01,W,26,29,08220800005,,,F,40008,0,801,4,1,A,08H18N01W26,X,2021,2021,91908,47,INCONSISTENT,,area treated is greater than the area planted,
2865539,72895,573,97.5,2693.6427375,2762.7105,273.6,GA,11.4,A,11.4,A,1,2021-08-02,0845,08,H,17,N,01,W,02,102,08220800010,,,F,40008,0,801,17,1,A,08H17N01W02,X,2021,2021,102181,47,INCONSISTENT,,area treated is greater than the area planted,
2865530,72895,573,97.5,3189.84003,3271.6308,324,GA,13.5,A,13.5,A,1,2021-08-03,1100,08,H,18,N,01,W,22,20,08220800010,,,F,40008,0,801,9,1,A,08H18N01W22,X,2021,2021,102177,47,INCONSISTENT,,area treated is greater than the area planted,
2865542,72895,573,97.5,2274.23781,2332.5516,231,GA,6.9,A,6.9,A,1,2021-08-03,0800,08,H,18,N,01,W,22,36,08220800005,,,F,40008,0,801,20,1,A,08H18N01W22,X,2021,2021,102184,47,INCONSISTENT,,area treated is greater than the area planted,
2865534,72895,573,97.5,2811.78495,2883.882,285.6,GA,11.9,A,11.9,A,1,2021-08-04,1000,08,H,18,N,01,W,05,103A,08220800010,,,F,40008,0,801,13,1,A,08H18N01W05,X,2021,2021,102179,47,INCONSISTENT,,area treated is greater than the area planted,
2553954,72895,573,97.5,3792.3653625,3889.6055,385.2,GA,11.5,A,11.5,A,1,2021-07-30,1200,08,H,18,N,01,W,22,15b,08220800005,,,F,40008,0,801,11,1,A,08H18N01W22,X,2021,2021,91907,47,INCONSISTENT,,area treated is greater than the area planted,
483494,34485,573,97.5,12425.30289,12743.9004,1254,GA,38,A,38,A,1,2021-04-10,1000,10,M,13,S,18,E,25,303,10211031345,,,F,3001,0,1008,55,1,A,10M13S18E25,X,2021,2021,18284,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
484393,34485,573,97.5,3190.54827,3272.3572,322,GA,40,A,9.7,A,1,2021-04-12,1000,10,M,14,S,20,E,33,814W,10211080994,,,F,29143,0,1008,1581,1,A,10M14S20E33,X,2021,2021,18294,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
493205,34485,573,97.5,9384.3735375,9624.9985,947.1,GA,75,A,28.7,A,1,2021-04-12,1100,15,M,29,S,26,E,05,991,15211505588,,,F,3001,0,1506,6921,1,A,15M29S26E05,X,2021,2021,18950,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
2569665,16696,136,42.7,10452.96,24480,24480,LB,68.4,A,68.4,A,1,2021-07-23,0700,18,M,29,N,13,E,13,"J-4,5",1821180150A,,,F,1016,0,1802,2,2,B,18M29N13E13,X,2021,2021,92278,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
2569667,16696,136,42.7,5380.2,12600,12600,LB,35.5,A,35.5,A,1,2021-07-02,0700,18,M,29,N,13,E,24,D-3,1821180150A,,,F,66000,0,1802,4,1,B,18M29N13E24,X,2021,2021,92280,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
2569664,16696,136,42.7,6994.26,16380,16380,LB,45.1,A,45.1,A,1,2021-07-08,0700,18,M,29,N,13,E,14,H-5,1821180150A,,,F,1016,0,1802,1,1,B,18M29N13E14,X,2021,2021,92277,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
3153032,16696,136,42.7,6302.52,14760,14760,LB,40,A,40,A,1,2021-09-11,0700,18,M,28,N,13,E,01,CC-2,1821180150A,,,F,1016,0,1802,45,1,B,18M28N13E01,X,2021,2021,114302,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
2569666,16696,136,42.7,3843,9000,9000,LB,24.1,A,24.1,A,1,2021-07-13,0700,18,M,29,N,13,E,12,Z-5,1821180150A,,,F,1016,0,1802,3,3,B,18M29N13E12,X,2021,2021,92279,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
1336977,34485,573,97.5,475.60968,487.8048,48,GA,7,A,4,A,1,2021-04-10,1600,24,M,07,S,13,E,20,LANDRAM,24212410491,,,F,14018,0,2430,717,1,A,24M07S13E20,X,2021,2021,50684,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
1944685,34485,573,97.5,2060.97528,2113.8208,208,GA,16,A,16,A,1,2021-02-10,1700,24,M,07,S,13,E,20,004,24212410672,,,F,14018,0,2425,457,1,A,24M07S13E20,X,2021,2021,71644,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
3651183,34485,573,97.5,594.5121,609.756,60,GA,20,A,5,A,1,2021-03-15,0300,24,M,07,S,13,E,29,003,24212410672,,,F,14018,0,2410,564,1,A,24M07S13E29,X,2021,2021,130697,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
490037,34485,573,97.5,1783.5363,1829.268,180,GA,22,A,20,A,1,2021-03-29,1600,24,M,06,S,11,E,10,KUHN,24212410212,,,F,14018,0,2406,869,1,A,24M06S11E10,X,2021,2021,18888,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
1944674,34485,573,97.5,4458.84075,4573.17,450,GA,83,A,15,A,1,2021-02-01,0400,24,M,05,S,11,E,29,001,24192400243,,,F,3001,0,2425,446,1,A,24M05S11E29,X,2021,2021,71643,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
490036,34485,573,97.5,535.06089,548.7804,54,GA,20,A,4.5,A,1,2021-04-08,1400,24,M,07,S,10,E,11,003,24212410212,,,F,14018,0,2406,868,1,A,24M07S10E11,X,2021,2021,18887,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
490038,34485,573,97.5,2942.834895,3018.2922,297,GA,55,A,33,A,1,2021-02-10,1300,24,M,07,S,10,E,14,LANDER,24212406298,,,F,14018,0,2406,870,1,A,24M07S10E14,X,2021,2021,18889,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
1714707,46207,573,93.6,5371.3860408,5738.6603,574,GA,41,A,41,A,1,2021-03-24,1645,30,S,05,S,11,W,05,SITE#714,3021300916,,,F,11003,0,3001,34,1,A,30S05S11W05,X,2021,2021,63225,47,INCONSISTENT,,area treated is greater than the area planted,
491031,34485,573,97.5,4647.102915,4766.2594,469,GA,15,A,14,A,1,2021-04-10,1100,39,M,02,N,08,E,13,28-2B,39203900233,,,F,66000,0,3910,636,1,A,39M02N08E13,X,2021,2021,18916,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
4229020,72895,573,97.5,4744.8871275,4866.5509,481.95,GA,32.13,A,32.13,A,1,2021-08-04,1200,39,M,02,S,07,E,12,Graves1,39213901210,,,F,29111,0,3901,1560,1,A,39M02S07E12,X,2021,2021,174165,47,INCONSISTENT,,area treated is greater than the area planted,
4229021,16718,136,99,141.9462,143.38,143.38,LB,32.13,A,32.13,A,1,2021-08-04,1200,39,M,02,S,07,E,12,Graves1,39213901210,,,F,29111,0,3901,1561,2,A,39M02S07E12,X,2021,2021,174166,47,INCONSISTENT,,area treated is greater than the area planted,
491030,34485,573,97.5,5310.97476,5447.1536,536,GA,20,A,16,A,1,2021-04-10,1100,39,M,02,N,08,E,13,28-2A,39203900233,,,F,66000,0,3910,635,1,A,39M02N08E13,X,2021,2021,18915,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
4165635,12824,136,59.6,11796.07968,19792.08,1650,GA,66,A,66,A,1,2021-09-09,1100,40,S,11,N,34,W,28,010001,40214202485,,,F,1016,0,4004,1050,1,A,40S11N34W28,X,2021,2021,159313,47,INCONSISTENT,,area treated is greater than the area planted,
3600837,12824,136,59.6,8857.7834688,14862.0528,1239,GA,642.5,A,35.4,A,1,2021-04-15,1000,40,S,10,N,33,W,08,010001,40224010075,,,F,28000,0,4004,1759,1,A,40S10N33W08,X,2021,2021,128443,60,POSSIBLE,,area planted is greater than 110% of the area for its section,
3600837,12824,573,39,5796.200592,14862.0528,1239,GA,642.5,A,35.4,A,1,2021-04-15,1000,40,S,10,N,33,W,08,010001,40224010075,,,F,28000,0,4004,1759,1,A,40S10N33W08,X,2021,2021,128443,60,POSSIBLE,,area planted is greater than 110% of the area for its section,
4165635,12824,573,39,7718.9112,19792.08,1650,GA,66,A,66,A,1,2021-09-09,1100,40,S,11,N,34,W,28,010001,40214202485,,,F,1016,0,4004,1050,1,A,40S11N34W28,X,2021,2021,159313,47,INCONSISTENT,,area treated is greater than the area planted,
918195,67450,136,75.8,11.1714798,14.7381,1.17,GA,.1,A,0.06,A,1,2021-05-07,0730,42,S,10,N,34,W,33,01B,42214202045,,,F,1016,0,4211,880,1,A,42S10N34W33,X,2021,2021,34790,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
918195,67450,573,18.5,2.7265485,14.7381,1.17,GA,.1,A,0.06,A,1,2021-05-07,0730,42,S,10,N,34,W,33,01B,42214202045,,,F,1016,0,4211,880,1,A,42S10N34W33,X,2021,2021,34790,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
1205262,34485,573,97.5,7693.68015,7890.954,776.47,GA,60,A,59.8,A,1,2021-04-08,0820,50,M,04,S,07,E,29,Y24A,50215009099,,,F,10008,0,5001,3952,1,A,50M04S07E29,X,2021,2021,46378,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
767079,34485,573,97.5,9958.077675,10213.413,1005,GA,115,A,30,A,1,2021-03-04,1745,50,M,03,S,10,E,21,A2,50195006371,,,F,3001,0,5004,8167,1,A,50M03S10E21,X,2021,2021,30463,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
1201017,34485,573,97.5,6381.691095,6545.3242,644.06,GA,100,A,49.6,A,1,2021-04-09,0320,50,M,04,S,07,E,28,Y23,50215009099,,,F,29136,0,5001,5191,1,A,50M04S07E28,X,2021,2021,46323,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
